order_id,product_id,quantity,unit_price,discount,revenue
O00241,P02015,2,237.21,0.0,474.42
O00241,P04001,2,419.16,0.15,712.57
O00241,P01005,3,84.35,0.15,215.09
O00242,P05012,3,124.36,0.05,354.43
O00242,P01004,3,46.52,0.05,132.58
O00242,P04004,1,317.82,0.0,317.82
O00243,P02004,4,116.15,0.0,464.6
O00243,P01010,3,455.7,0.0,1367.1
O00244,P06012,1,359.44,0.0,359.44
O00244,P05007,1,196.51,0.0,196.51
O00244,P05010,1,181.76,0.1,163.58
O00244,P04007,2,149.18,0.0,298.36
O00245,P01009,5,50.4,0.0,252.0
O00246,P03006,1,470.41,0.0,470.41
O00246,P06009,3,241.87,0.05,689.33
O00246,P04015,1,476.93,0.0,476.93
O00246,P01005,4,84.35,0.05,320.53
O00247,P04001,2,419.16,0.05,796.4
O00247,P05001,4,274.32,0.15,932.69
O00247,P01011,1,409.27,0.1,368.34
O00247,P03014,1,313.29,0.0,313.29
O00248,P02004,3,116.15,0.0,348.45
O00248,P05007,2,196.51,0.0,393.02
O00248,P05008,4,189.78,0.05,721.16
O00249,P05010,5,181.76,0.1,817.92
O00249,P01005,5,84.35,0.0,421.75
O00250,P02007,3,358.78,0.0,1076.34
O00250,P04008,2,5.77,0.05,10.96
O00251,P05015,4,293.04,0.1,1054.94
O00251,P03007,2,306.4,0.1,551.52
O00251,P04007,1,149.18,0.05,141.72
O00251,P07007,1,239.33,0.0,239.33
O00252,P01013,4,465.58,0.0,1862.32
O00253,P01014,2,210.37,0.15,357.63
O00253,P04014,2,183.5,0.0,367.0
O00253,P06004,3,172.58,0.2,414.19
O00253,P06010,1,95.23,0.0,95.23
O00254,P06010,1,95.23,0.15,80.95
O00254,P01013,3,465.58,0.1,1257.07
O00254,P03002,2,453.4,0.1,816.12
O00255,P06012,4,359.44,0.1,1293.98
O00255,P01008,3,416.37,0.0,1249.11
O00256,P01015,4,201.24,0.0,804.96
O00256,P05012,1,124.36,0.2,99.49
O00257,P05013,5,330.27,0.0,1651.35
O00257,P04004,1,317.82,0.05,301.93
O00257,P07005,5,202.12,0.15,859.01
O00257,P06015,1,104.79,0.0,104.79
O00258,P06009,4,241.87,0.15,822.36
O00258,P07006,5,408.63,0.0,2043.15
O00258,P01006,4,227.41,0.05,864.16
O00259,P05001,4,274.32,0.2,877.82
O00259,P07002,1,443.47,0.15,376.95
O00260,P05010,3,181.76,0.1,490.75
O00261,P01004,1,46.52,0.1,41.87
O00262,P02015,5,237.21,0.05,1126.75
O00262,P03002,4,453.4,0.0,1813.6
O00262,P07002,4,443.47,0.0,1773.88
O00263,P05001,5,274.32,0.05,1303.02
O00264,P07003,3,161.22,0.05,459.48
O00264,P06012,1,359.44,0.0,359.44
O00264,P03015,5,36.09,0.0,180.45
O00265,P02007,3,358.78,0.1,968.71
O00265,P06001,4,379.56,0.0,1518.24
O00266,P07011,4,431.76,0.15,1467.98
O00266,P03011,2,65.31,0.05,124.09
O00266,P01010,1,455.7,0.0,455.7
O00267,P05015,4,293.04,0.15,996.34
O00268,P07008,5,23.13,0.15,98.3
O00268,P04001,1,419.16,0.1,377.24
O00268,P05012,3,124.36,0.2,298.46
O00268,P06014,2,23.31,0.0,46.62
O00269,P03009,2,389.21,0.0,778.42
O00270,P07010,3,146.62,0.05,417.87
O00270,P04006,5,360.68,0.15,1532.89
O00271,P01001,3,357.14,0.1,964.28
O00271,P04015,2,476.93,0.0,953.86
O00271,P06012,3,359.44,0.0,1078.32
O00272,P04001,4,419.16,0.0,1676.64
O00273,P03003,5,14.41,0.0,72.05
O00274,P06005,5,323.18,0.0,1615.9
O00274,P03009,3,389.21,0.0,1167.63
O00274,P02002,1,196.15,0.2,156.92
O00274,P02012,4,238.87,0.0,955.48
O00275,P03012,3,123.03,0.05,350.64
O00275,P01004,1,46.52,0.0,46.52
O00275,P05001,5,274.32,0.15,1165.86
O00276,P01011,5,409.27,0.0,2046.35
O00276,P05001,1,274.32,0.15,233.17
O00277,P06005,1,323.18,0.0,323.18
O00278,P03001,2,309.6,0.0,619.2
O00278,P04014,2,183.5,0.2,293.6
O00278,P07006,1,408.63,0.0,408.63
O00279,P06002,2,71.04,0.05,134.98
O00279,P04011,4,97.72,0.05,371.34
O00280,P01015,1,201.24,0.0,201.24
O00280,P04001,5,419.16,0.0,2095.8
O00280,P05012,3,124.36,0.0,373.08
O00281,P03003,2,14.41,0.0,28.82
O00282,P04002,1,252.42,0.15,214.56
O00283,P07003,3,161.22,0.0,483.66
O00283,P02002,3,196.15,0.0,588.45
O00283,P03010,1,122.63,0.1,110.37
O00284,P03001,2,309.6,0.0,619.2
O00285,P06012,5,359.44,0.0,1797.2
O00285,P02014,2,380.63,0.0,761.26
O00285,P04010,4,287.48,0.0,1149.92
O00286,P06004,2,172.58,0.05,327.9
O00286,P04015,5,476.93,0.0,2384.65
O00286,P02003,2,45.39,0.15,77.16
O00286,P02008,2,170.97,0.0,341.94
O00287,P03009,2,389.21,0.15,661.66
O00287,P02010,5,23.96,0.2,95.84
O00287,P07010,3,146.62,0.1,395.87
O00287,P05014,1,56.31,0.1,50.68
O00288,P07013,4,329.59,0.05,1252.44
O00289,P02005,5,162.75,0.0,813.75
O00290,P01002,1,260.38,0.05,247.36
O00290,P04005,2,289.65,0.0,579.3
O00290,P04014,3,183.5,0.0,550.5
O00290,P03009,1,389.21,0.0,389.21
O00291,P04014,5,183.5,0.0,917.5
O00291,P04010,4,287.48,0.1,1034.93
O00292,P06008,1,490.51,0.05,465.98
O00292,P01008,5,416.37,0.1,1873.66
O00292,P07012,1,28.66,0.0,28.66
O00292,P05007,5,196.51,0.05,933.42
O00293,P02011,5,459.11,0.0,2295.55
O00293,P04010,5,287.48,0.15,1221.79
O00293,P04003,1,270.35,0.1,243.32
O00293,P07011,4,431.76,0.05,1640.69
O00294,P02014,3,380.63,0.1,1027.7
O00294,P05006,3,26.55,0.05,75.67
O00295,P03009,4,389.21,0.05,1479.0
O00295,P02003,3,45.39,0.05,129.36
O00295,P01005,2,84.35,0.1,151.83
O00296,P07009,5,325.22,0.15,1382.19
O00296,P03012,1,123.03,0.15,104.58
O00297,P04002,4,252.42,0.1,908.71
O00298,P04012,1,335.77,0.0,335.77
O00298,P03011,5,65.31,0.1,293.9
O00298,P04004,3,317.82,0.0,953.46
O00299,P04011,4,97.72,0.1,351.79
O00299,P06007,3,343.92,0.0,1031.76
O00299,P01003,1,66.72,0.0,66.72
O00299,P01007,1,259.11,0.0,259.11
O00300,P01013,5,465.58,0.2,1862.32
O00300,P04008,1,5.77,0.05,5.48
O00300,P04014,2,183.5,0.0,367.0
O00301,P05014,2,56.31,0.1,101.36
O00301,P07001,3,396.6,0.0,1189.8
O00302,P05011,3,38.44,0.0,115.32
O00303,P07010,4,146.62,0.0,586.48
O00303,P02014,4,380.63,0.05,1446.39
O00304,P02015,1,237.21,0.0,237.21
O00305,P05004,1,15.07,0.0,15.07
O00306,P01011,4,409.27,0.05,1555.23
O00306,P01015,3,201.24,0.0,603.72
O00307,P06008,1,490.51,0.0,490.51
O00307,P07010,1,146.62,0.05,139.29
O00307,P04003,1,270.35,0.0,270.35
O00308,P02010,2,23.96,0.2,38.34
O00308,P01001,1,357.14,0.2,285.71
O00308,P02014,3,380.63,0.1,1027.7
O00308,P02011,1,459.11,0.0,459.11
O00309,P02014,2,380.63,0.0,761.26
O00309,P02005,5,162.75,0.0,813.75
O00309,P06011,4,71.75,0.0,287.0
O00309,P07001,4,396.6,0.0,1586.4
O00310,P02001,4,190.11,0.05,722.42
O00311,P03013,2,321.28,0.0,642.56
O00311,P04014,3,183.5,0.2,440.4
O00311,P05005,3,437.3,0.0,1311.9
O00312,P05007,5,196.51,0.1,884.3
O00312,P01011,5,409.27,0.05,1944.03
O00313,P01011,4,409.27,0.0,1637.08
O00313,P03001,5,309.6,0.05,1470.6
O00313,P05003,4,256.27,0.05,973.83
O00314,P05006,4,26.55,0.2,84.96
O00315,P01015,5,201.24,0.15,855.27
O00315,P03005,2,79.01,0.0,158.02
O00315,P06012,5,359.44,0.05,1707.34
O00315,P04011,1,97.72,0.0,97.72
O00316,P03013,5,321.28,0.0,1606.4
O00316,P07011,4,431.76,0.15,1467.98
O00316,P03012,3,123.03,0.0,369.09
O00317,P01006,3,227.41,0.0,682.23
O00317,P04002,2,252.42,0.05,479.6
O00317,P07006,1,408.63,0.0,408.63
O00318,P03014,3,313.29,0.2,751.9
O00318,P03001,1,309.6,0.0,309.6
O00319,P03009,5,389.21,0.1,1751.44
O00319,P03007,2,306.4,0.1,551.52
O00319,P03010,2,122.63,0.1,220.73
O00320,P02012,2,238.87,0.05,453.85
O00320,P02010,3,23.96,0.0,71.88
O00321,P02009,4,77.29,0.15,262.79
O00321,P01008,3,416.37,0.05,1186.65
O00322,P01003,5,66.72,0.0,333.6
O00322,P05002,3,394.27,0.0,1182.81
O00323,P05009,3,374.92,0.05,1068.52
O00324,P04001,4,419.16,0.0,1676.64
O00324,P03013,5,321.28,0.0,1606.4
O00325,P02015,1,237.21,0.0,237.21
O00325,P05009,1,374.92,0.1,337.43
O00326,P06003,2,179.39,0.0,358.78
O00326,P04011,1,97.72,0.0,97.72
O00327,P05011,3,38.44,0.0,115.32
O00327,P02012,5,238.87,0.05,1134.63
O00327,P02011,2,459.11,0.0,918.22
O00327,P06014,2,23.31,0.05,44.29
O00328,P02001,3,190.11,0.0,570.33
O00328,P02012,1,238.87,0.0,238.87
O00329,P02013,2,416.4,0.0,832.8
O00329,P07005,1,202.12,0.2,161.7
O00330,P04004,3,317.82,0.0,953.46
O00330,P06011,4,71.75,0.05,272.65
O00330,P06007,5,343.92,0.05,1633.62
O00331,P01010,3,455.7,0.0,1367.1
O00331,P04011,2,97.72,0.0,195.44
O00331,P03012,2,123.03,0.0,246.06
O00332,P03010,3,122.63,0.0,367.89
O00332,P05007,2,196.51,0.0,393.02
O00332,P01015,5,201.24,0.0,1006.2
O00332,P04012,5,335.77,0.0,1678.85
O00333,P02002,5,196.15,0.05,931.71
O00333,P04015,2,476.93,0.05,906.17
O00334,P01011,3,409.27,0.0,1227.81
O00334,P02011,2,459.11,0.0,918.22
O00334,P06011,2,71.75,0.05,136.32
O00335,P06008,5,490.51,0.0,2452.55
O00335,P02005,1,162.75,0.15,138.34
O00335,P01005,2,84.35,0.0,168.7
O00335,P06010,5,95.23,0.0,476.15
O00336,P05011,5,38.44,0.15,163.37
O00336,P01011,1,409.27,0.05,388.81
O00337,P01005,1,84.35,0.0,84.35
O00337,P02014,2,380.63,0.1,685.13
O00338,P05012,1,124.36,0.15,105.71
O00338,P06006,3,416.04,0.0,1248.12
O00338,P06014,4,23.31,0.1,83.92
O00339,P05006,2,26.55,0.0,53.1
O00339,P07014,1,140.24,0.1,126.22
O00339,P03004,3,111.75,0.0,335.25
O00340,P06013,1,472.08,0.0,472.08
O00341,P02014,4,380.63,0.15,1294.14
O00341,P03012,2,123.03,0.0,246.06
O00341,P06012,4,359.44,0.2,1150.21
O00341,P05006,4,26.55,0.0,106.2
O00342,P06010,4,95.23,0.05,361.87
O00342,P04007,1,149.18,0.0,149.18
O00342,P07011,4,431.76,0.05,1640.69
O00343,P05009,1,374.92,0.2,299.94
O00343,P05003,1,256.27,0.2,205.02
O00344,P05010,3,181.76,0.0,545.28
O00345,P03005,2,79.01,0.0,158.02
O00346,P01002,1,260.38,0.0,260.38
O00346,P02010,5,23.96,0.0,119.8
O00347,P03011,5,65.31,0.1,293.9
O00347,P05013,4,330.27,0.0,1321.08
O00347,P04003,1,270.35,0.0,270.35
O00348,P01005,4,84.35,0.2,269.92
O00348,P04009,2,179.64,0.0,359.28
O00349,P07014,2,140.24,0.05,266.46
O00350,P03013,5,321.28,0.05,1526.08
O00350,P05004,5,15.07,0.0,75.35
O00350,P02004,3,116.15,0.15,296.18
O00350,P04011,3,97.72,0.15,249.19
O00351,P01012,1,442.89,0.0,442.89
O00351,P02006,4,54.05,0.05,205.39
O00352,P07009,3,325.22,0.0,975.66
O00352,P03002,1,453.4,0.05,430.73
O00353,P04007,5,149.18,0.0,745.9
O00354,P04006,1,360.68,0.15,306.58
O00354,P03013,2,321.28,0.0,642.56
O00355,P02013,4,416.4,0.2,1332.48
O00355,P01013,1,465.58,0.0,465.58
O00355,P04004,3,317.82,0.1,858.11
O00356,P01010,3,455.7,0.0,1367.1
O00356,P02011,1,459.11,0.15,390.24
O00356,P04012,5,335.77,0.0,1678.85
O00356,P02010,4,23.96,0.0,95.84
O00357,P05007,4,196.51,0.0,786.04
O00357,P02003,3,45.39,0.0,136.17
O00357,P04005,2,289.65,0.2,463.44
O00358,P02001,4,190.11,0.05,722.42
O00359,P02007,3,358.78,0.0,1076.34
O00359,P04012,5,335.77,0.2,1343.08
O00359,P01011,1,409.27,0.0,409.27
O00360,P07012,3,28.66,0.0,85.98
O00361,P04015,1,476.93,0.0,476.93
O00361,P03012,4,123.03,0.1,442.91
O00362,P01002,4,260.38,0.05,989.44
O00362,P01001,5,357.14,0.05,1696.41
O00362,P02010,2,23.96,0.0,47.92
O00362,P04009,4,179.64,0.0,718.56
O00363,P04005,1,289.65,0.1,260.68
O00364,P01002,4,260.38,0.0,1041.52
O00364,P03009,2,389.21,0.1,700.58
O00365,P06013,2,472.08,0.1,849.74
O00365,P01007,2,259.11,0.0,518.22
O00366,P02014,4,380.63,0.0,1522.52
O00366,P05001,2,274.32,0.0,548.64
O00366,P07003,2,161.22,0.0,322.44
O00366,P02007,5,358.78,0.15,1524.81
O00367,P06005,1,323.18,0.0,323.18
O00367,P06008,1,490.51,0.0,490.51
O00367,P06011,4,71.75,0.15,243.95
O00368,P05003,3,256.27,0.0,768.81
O00368,P01005,5,84.35,0.0,421.75
O00368,P07011,4,431.76,0.0,1727.04
O00369,P03005,4,79.01,0.2,252.83
O00369,P01011,2,409.27,0.0,818.54
O00369,P03001,2,309.6,0.2,495.36
O00369,P04011,5,97.72,0.05,464.17
O00370,P06001,1,379.56,0.0,379.56
O00371,P07012,4,28.66,0.05,108.91
O00371,P01013,3,465.58,0.0,1396.74
O00371,P07008,4,23.13,0.0,92.52
O00372,P06011,2,71.75,0.05,136.32
O00372,P02003,3,45.39,0.0,136.17
O00372,P05013,4,330.27,0.05,1255.03
O00372,P04009,2,179.64,0.2,287.42
O00373,P01012,3,442.89,0.05,1262.24
O00374,P06011,4,71.75,0.1,258.3
O00375,P01011,3,409.27,0.05,1166.42
O00375,P04001,3,419.16,0.1,1131.73
O00375,P04004,3,317.82,0.15,810.44
O00376,P02006,1,54.05,0.05,51.35
O00376,P06015,2,104.79,0.1,188.62
O00376,P07010,2,146.62,0.05,278.58
O00376,P05013,3,330.27,0.0,990.81
O00377,P04005,4,289.65,0.05,1100.67
O00377,P04009,5,179.64,0.05,853.29
O00377,P03009,1,389.21,0.0,389.21
O00378,P04011,4,97.72,0.0,390.88
O00378,P05008,4,189.78,0.05,721.16
O00378,P07007,5,239.33,0.0,1196.65
O00378,P04008,3,5.77,0.05,16.44
O00379,P06005,3,323.18,0.0,969.54
O00379,P05013,5,330.27,0.2,1321.08
O00380,P02011,5,459.11,0.1,2066.0
O00380,P06012,5,359.44,0.05,1707.34
O00381,P01007,2,259.11,0.15,440.49
O00381,P06009,1,241.87,0.0,241.87
O00382,P05004,1,15.07,0.1,13.56
O00383,P06003,3,179.39,0.1,484.35
O00383,P01004,4,46.52,0.0,186.08
O00384,P03002,1,453.4,0.0,453.4
O00384,P01009,1,50.4,0.0,50.4
O00384,P02003,2,45.39,0.0,90.78
O00384,P06013,3,472.08,0.0,1416.24
O00385,P03001,4,309.6,0.05,1176.48
O00385,P07010,5,146.62,0.0,733.1
O00385,P05006,5,26.55,0.0,132.75
O00385,P04013,3,264.12,0.0,792.36
O00386,P01009,3,50.4,0.0,151.2
O00386,P04005,1,289.65,0.0,289.65
O00387,P06001,1,379.56,0.05,360.58
O00388,P07008,2,23.13,0.0,46.26
O00388,P07006,2,408.63,0.0,817.26
O00389,P07009,4,325.22,0.0,1300.88
O00389,P02002,5,196.15,0.0,980.75
O00389,P01001,1,357.14,0.0,357.14
O00390,P03006,2,470.41,0.0,940.82
O00390,P04011,2,97.72,0.05,185.67
O00390,P01012,5,442.89,0.0,2214.45
O00390,P05013,1,330.27,0.05,313.76
O00391,P05011,3,38.44,0.1,103.79
O00391,P07014,3,140.24,0.05,399.68
O00391,P03002,4,453.4,0.2,1450.88
O00392,P06013,3,472.08,0.0,1416.24
O00392,P02007,2,358.78,0.0,717.56
O00392,P02006,4,54.05,0.05,205.39
O00393,P01011,1,409.27,0.0,409.27
O00393,P01008,1,416.37,0.15,353.91
O00393,P05008,5,189.78,0.0,948.9
O00393,P04015,3,476.93,0.15,1216.17
O00394,P07001,1,396.6,0.0,396.6
O00394,P03011,4,65.31,0.0,261.24
O00394,P05003,1,256.27,0.0,256.27
O00395,P07015,3,400.67,0.1,1081.81
O00395,P06004,3,172.58,0.0,517.74
O00395,P06014,3,23.31,0.0,69.93
O00396,P02002,5,196.15,0.05,931.71
O00396,P04006,2,360.68,0.0,721.36
O00397,P03007,3,306.4,0.0,919.2
O00397,P04013,2,264.12,0.05,501.83
O00397,P02008,1,170.97,0.0,170.97
O00397,P06011,4,71.75,0.0,287.0
O00398,P06011,4,71.75,0.0,287.0
O00398,P06005,4,323.18,0.05,1228.08
O00398,P05002,4,394.27,0.0,1577.08
O00399,P06006,2,416.04,0.1,748.87
O00399,P01001,5,357.14,0.05,1696.41
O00400,P05012,3,124.36,0.05,354.43
O00400,P04003,2,270.35,0.2,432.56
O00400,P06011,5,71.75,0.05,340.81
O00401,P03014,4,313.29,0.15,1065.19
O00401,P06013,2,472.08,0.0,944.16
O00401,P02003,3,45.39,0.0,136.17
O00402,P02004,1,116.15,0.0,116.15
O00402,P04007,2,149.18,0.1,268.52
O00402,P01002,3,260.38,0.15,663.97
O00403,P01008,3,416.37,0.0,1249.11
O00403,P05001,3,274.32,0.1,740.66
O00403,P02014,3,380.63,0.0,1141.89
O00404,P03008,1,214.51,0.0,214.51
O00404,P02014,4,380.63,0.05,1446.39
O00404,P05001,1,274.32,0.0,274.32
O00404,P02015,5,237.21,0.05,1126.75
O00405,P05008,2,189.78,0.05,360.58
O00405,P02013,5,416.4,0.0,2082.0
O00405,P02007,1,358.78,0.1,322.9
O00405,P06007,4,343.92,0.1,1238.11
O00406,P02006,1,54.05,0.0,54.05
O00406,P05012,2,124.36,0.0,248.72
O00406,P05005,2,437.3,0.05,830.87
O00407,P03009,5,389.21,0.0,1946.05
O00407,P06001,4,379.56,0.0,1518.24
O00407,P01009,2,50.4,0.05,95.76
O00408,P02008,1,170.97,0.2,136.78
O00408,P02002,4,196.15,0.0,784.6
O00409,P02003,1,45.39,0.0,45.39
O00409,P04005,1,289.65,0.0,289.65
O00410,P07006,2,408.63,0.05,776.4
O00410,P04005,5,289.65,0.2,1158.6
O00410,P04010,2,287.48,0.0,574.96
O00411,P05008,5,189.78,0.05,901.46
O00412,P07003,4,161.22,0.0,644.88
O00412,P06001,4,379.56,0.15,1290.5
O00412,P07001,4,396.6,0.0,1586.4
O00412,P05015,1,293.04,0.0,293.04
O00413,P03004,3,111.75,0.0,335.25
O00413,P03015,1,36.09,0.0,36.09
O00414,P06003,1,179.39,0.1,161.45
O00414,P03014,2,313.29,0.0,626.58
O00415,P06007,2,343.92,0.15,584.66
O00415,P03004,1,111.75,0.05,106.16
O00415,P04006,4,360.68,0.0,1442.72
O00416,P05012,1,124.36,0.0,124.36
O00416,P07004,1,158.49,0.05,150.57
O00416,P04013,3,264.12,0.2,633.89
O00417,P06014,5,23.31,0.1,104.9
O00417,P01010,5,455.7,0.0,2278.5
O00417,P07013,5,329.59,0.0,1647.95
O00417,P03004,3,111.75,0.05,318.49
O00418,P07013,4,329.59,0.0,1318.36
O00418,P02003,3,45.39,0.05,129.36
O00419,P06013,4,472.08,0.0,1888.32
O00419,P04003,1,270.35,0.0,270.35
O00420,P03006,2,470.41,0.1,846.74
O00420,P02012,2,238.87,0.0,477.74
O00421,P07015,3,400.67,0.15,1021.71
O00421,P02004,1,116.15,0.0,116.15
O00422,P05004,5,15.07,0.0,75.35
O00422,P03012,5,123.03,0.2,492.12
O00422,P06007,1,343.92,0.15,292.33
O00423,P06010,1,95.23,0.1,85.71
O00424,P07012,4,28.66,0.05,108.91
O00425,P03005,3,79.01,0.0,237.03
O00426,P05015,1,293.04,0.05,278.39
O00426,P06006,3,416.04,0.0,1248.12
O00427,P06009,5,241.87,0.0,1209.35
O00428,P07012,1,28.66,0.0,28.66
O00428,P03006,5,470.41,0.15,1999.24
O00429,P03003,1,14.41,0.0,14.41
O00429,P07007,4,239.33,0.0,957.32
O00429,P02013,2,416.4,0.0,832.8
O00430,P05012,5,124.36,0.0,621.8
O00430,P02010,2,23.96,0.15,40.73
O00430,P05009,3,374.92,0.0,1124.76
O00431,P02004,1,116.15,0.1,104.54
O00431,P02001,5,190.11,0.0,950.55
O00431,P02006,4,54.05,0.15,183.77
O00432,P01011,2,409.27,0.0,818.54
O00432,P03009,1,389.21,0.15,330.83
O00432,P07014,1,140.24,0.1,126.22
O00432,P06008,1,490.51,0.1,441.46
O00433,P01015,1,201.24,0.0,201.24
O00433,P06014,5,23.31,0.0,116.55
O00433,P07004,1,158.49,0.0,158.49
O00433,P07008,1,23.13,0.05,21.97
O00434,P04007,3,149.18,0.2,358.03
O00434,P01004,3,46.52,0.05,132.58
O00435,P02008,2,170.97,0.0,341.94
O00436,P02013,3,416.4,0.15,1061.82
O00436,P02008,4,170.97,0.0,683.88
O00436,P05007,1,196.51,0.05,186.68
O00437,P02011,2,459.11,0.0,918.22
O00438,P04012,4,335.77,0.0,1343.08
O00438,P07002,5,443.47,0.0,2217.35
O00438,P02009,3,77.29,0.0,231.87
O00439,P01012,3,442.89,0.0,1328.67
O00439,P05002,2,394.27,0.2,630.83
O00439,P02007,1,358.78,0.0,358.78
O00440,P06002,3,71.04,0.0,213.12
O00440,P07009,4,325.22,0.0,1300.88
O00440,P02002,4,196.15,0.0,784.6
O00440,P02003,4,45.39,0.0,181.56
O00441,P07009,1,325.22,0.0,325.22
O00442,P02013,5,416.4,0.0,2082.0
O00443,P03011,5,65.31,0.1,293.9
O00443,P03001,4,309.6,0.0,1238.4
O00443,P06011,3,71.75,0.0,215.25
O00443,P05003,5,256.27,0.2,1025.08
O00444,P03005,4,79.01,0.05,300.24
O00444,P03014,1,313.29,0.2,250.63
O00445,P04005,1,289.65,0.0,289.65
O00445,P01009,3,50.4,0.0,151.2
O00445,P02010,3,23.96,0.0,71.88
O00445,P07008,1,23.13,0.0,23.13
O00446,P04009,3,179.64,0.0,538.92
O00446,P01012,5,442.89,0.2,1771.56
O00447,P06014,2,23.31,0.05,44.29
O00448,P02010,4,23.96,0.05,91.05
O00448,P03006,2,470.41,0.0,940.82
O00448,P05006,5,26.55,0.0,132.75
O00449,P02005,2,162.75,0.15,276.68
O00450,P03002,4,453.4,0.0,1813.6
O00450,P02006,2,54.05,0.0,108.1
O00450,P02015,1,237.21,0.1,213.49
O00450,P03008,4,214.51,0.1,772.24
O00451,P06014,3,23.31,0.0,69.93
O00451,P01004,1,46.52,0.0,46.52
O00452,P04010,4,287.48,0.0,1149.92
O00452,P01004,4,46.52,0.0,186.08
O00453,P04001,4,419.16,0.0,1676.64
O00454,P07005,4,202.12,0.0,808.48
O00455,P01001,4,357.14,0.2,1142.85
O00455,P06012,1,359.44,0.1,323.5
O00455,P03001,1,309.6,0.2,247.68
O00456,P01005,5,84.35,0.0,421.75
O00456,P01010,5,455.7,0.0,2278.5
O00456,P05009,1,374.92,0.0,374.92
O00456,P06012,1,359.44,0.1,323.5
O00457,P03007,4,306.4,0.0,1225.6
O00457,P01009,3,50.4,0.0,151.2
O00458,P07010,2,146.62,0.0,293.24
O00459,P01009,5,50.4,0.0,252.0
O00459,P01003,5,66.72,0.0,333.6
O00459,P01008,4,416.37,0.1,1498.93
O00460,P07005,1,202.12,0.1,181.91
O00460,P01011,2,409.27,0.0,818.54
O00460,P04002,1,252.42,0.05,239.8
O00460,P04009,3,179.64,0.0,538.92
O00461,P06009,5,241.87,0.1,1088.42
O00461,P02005,3,162.75,0.0,488.25
O00461,P03015,1,36.09,0.15,30.68
O00462,P05011,2,38.44,0.05,73.04
O00462,P02012,4,238.87,0.05,907.71
O00463,P07008,2,23.13,0.05,43.95
O00463,P04005,2,289.65,0.05,550.33
O00463,P07002,1,443.47,0.0,443.47
O00464,P03011,2,65.31,0.0,130.62
O00464,P06007,3,343.92,0.1,928.58
O00465,P04009,5,179.64,0.05,853.29
O00465,P02009,1,77.29,0.0,77.29
O00465,P01003,4,66.72,0.0,266.88
O00465,P06015,4,104.79,0.05,398.2
O00466,P05002,1,394.27,0.0,394.27
O00466,P05001,5,274.32,0.2,1097.28
O00467,P07014,5,140.24,0.0,701.2
O00467,P07001,4,396.6,0.0,1586.4
O00467,P04009,5,179.64,0.1,808.38
O00467,P01006,2,227.41,0.05,432.08
O00468,P07012,4,28.66,0.0,114.64
O00468,P07014,5,140.24,0.0,701.2
O00469,P07004,5,158.49,0.1,713.2
O00469,P07001,2,396.6,0.0,793.2
O00469,P07002,3,443.47,0.0,1330.41
O00469,P06005,4,323.18,0.0,1292.72
O00470,P06007,2,343.92,0.0,687.84
O00470,P05015,2,293.04,0.1,527.47
O00470,P03005,4,79.01,0.05,300.24
O00471,P03001,5,309.6,0.0,1548.0
O00471,P03004,3,111.75,0.0,335.25
O00471,P07011,5,431.76,0.05,2050.86
O00472,P06014,5,23.31,0.0,116.55
O00472,P03001,3,309.6,0.0,928.8
O00473,P02015,2,237.21,0.1,426.98
O00473,P04011,5,97.72,0.0,488.6
O00474,P04006,3,360.68,0.05,1027.94
O00475,P04010,5,287.48,0.1,1293.66
O00475,P07012,3,28.66,0.1,77.38
O00475,P05008,4,189.78,0.05,721.16
O00475,P02011,1,459.11,0.0,459.11
O00476,P04013,4,264.12,0.15,898.01
O00477,P01008,1,416.37,0.0,416.37
O00478,P06013,2,472.08,0.15,802.54
O00478,P01012,3,442.89,0.0,1328.67
O00478,P03012,3,123.03,0.0,369.09
O00479,P01007,3,259.11,0.15,660.73
O00480,P01012,4,442.89,0.0,1771.56
O00481,P02005,5,162.75,0.1,732.38
O00481,P07014,4,140.24,0.15,476.82
O00482,P02010,1,23.96,0.1,21.56
O00482,P04003,4,270.35,0.0,1081.4
O00482,P03008,4,214.51,0.1,772.24
O00483,P03001,1,309.6,0.1,278.64
O00483,P03014,1,313.29,0.05,297.63
O00483,P03015,3,36.09,0.0,108.27
O00484,P05009,2,374.92,0.2,599.87
O00484,P04002,3,252.42,0.15,643.67
O00484,P04005,5,289.65,0.0,1448.25
O00484,P02001,5,190.11,0.0,950.55
O00485,P01002,4,260.38,0.05,989.44
O00485,P02015,2,237.21,0.1,426.98
O00486,P06005,5,323.18,0.1,1454.31
O00486,P06012,1,359.44,0.1,323.5
O00487,P03006,3,470.41,0.0,1411.23
O00488,P01006,5,227.41,0.05,1080.2
O00488,P02013,3,416.4,0.05,1186.74
O00489,P01006,2,227.41,0.05,432.08
O00489,P02003,1,45.39,0.1,40.85
O00489,P05010,2,181.76,0.0,363.52
O00490,P01011,5,409.27,0.0,2046.35
O00491,P07001,5,396.6,0.2,1586.4
O00491,P04008,5,5.77,0.0,28.85
O00491,P06001,3,379.56,0.0,1138.68
O00491,P02002,1,196.15,0.1,176.54
O00492,P04011,5,97.72,0.05,464.17
O00492,P04012,1,335.77,0.1,302.19
O00493,P06003,5,179.39,0.0,896.95
O00493,P01013,5,465.58,0.1,2095.11
O00494,P05007,2,196.51,0.0,393.02
O00495,P07004,3,158.49,0.0,475.47
O00495,P05007,3,196.51,0.1,530.58
